Approved symbol	Approved name	Ensembl gene ID
ACY1L	symbol withdrawn, see [HGNC:26295](/data/gene-symbol-report/#!/hgnc_id/HGNC:26295)	
ACY3	aminoacylase 3	ENSG00000132744
ACYP1	acylphosphatase 1	ENSG00000119640
ACYP2	acylphosphatase 2	ENSG00000170634
AD1	symbol withdrawn, see [HGNC:620](/data/gene-symbol-report/#!/hgnc_id/HGNC:620)	
AD2	symbol withdrawn, see [HGNC:613](/data/gene-symbol-report/#!/hgnc_id/HGNC:613)	
AD3	symbol withdrawn, see [HGNC:9508](/data/gene-symbol-report/#!/hgnc_id/HGNC:9508)	
AD4	symbol withdrawn, see [HGNC:9509](/data/gene-symbol-report/#!/hgnc_id/HGNC:9509)	
AD5	Alzheimer disease 5	
ADA	adenosine deaminase	ENSG00000196839
ADA2	adenosine deaminase 2	ENSG00000093072
ADAD1	adenosine deaminase domain containing 1	ENSG00000164113
ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1	ENSG00000270367
ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2	ENSG00000267511
ADAD2	adenosine deaminase domain containing 2	ENSG00000140955
ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	ENSG00000229186
ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)	ENSG00000226469
ADAM2	ADAM metallopeptidase domain 2	ENSG00000104755
ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	ENSG00000197475
ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	ENSG00000260089
ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	ENSG00000196115
ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	ENSG00000271968
ADAM7	ADAM metallopeptidase domain 7	ENSG00000069206
ADAM7-AS1	ADAM7, ADAMDEC1 and ADAM28 antisense RNA 1	ENSG00000253535
ADAM7-AS2	ADAM7 antisense RNA 2	ENSG00000253643
ADAM8	ADAM metallopeptidase domain 8	ENSG00000151651
ADAM9	ADAM metallopeptidase domain 9	ENSG00000168615
ADAM10	ADAM metallopeptidase domain 10	ENSG00000137845
ADAM11	ADAM metallopeptidase domain 11	ENSG00000073670
ADAM12	ADAM metallopeptidase domain 12	ENSG00000148848
ADAM12-OT1	ADAM12 overlapping transcript 1 (non-protein coding)	
ADAM15	ADAM metallopeptidase domain 15	ENSG00000143537
ADAM17	ADAM metallopeptidase domain 17	ENSG00000151694
ADAM18	ADAM metallopeptidase domain 18	ENSG00000168619
ADAM19	ADAM metallopeptidase domain 19	ENSG00000135074
ADAM20	ADAM metallopeptidase domain 20	ENSG00000134007
ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	ENSG00000259158
ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2	ENSG00000248574
ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3	ENSG00000249162
ADAM21	ADAM metallopeptidase domain 21	ENSG00000139985
ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	ENSG00000235812
ADAM22	ADAM metallopeptidase domain 22	ENSG00000008277
ADAM23	ADAM metallopeptidase domain 23	ENSG00000114948
ADAM24P	ADAM metallopeptidase domain 24, pseudogene	ENSG00000214607
ADAM28	ADAM metallopeptidase domain 28	ENSG00000042980
ADAM29	ADAM metallopeptidase domain 29	ENSG00000168594
ADAM30	ADAM metallopeptidase domain 30	ENSG00000134249
ADAM32	ADAM metallopeptidase domain 32	ENSG00000197140
ADAM33	ADAM metallopeptidase domain 33	ENSG00000149451
ADAMDEC1	ADAM like decysin 1	ENSG00000134028
ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	ENSG00000154734
ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	ENSG00000087116
ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	ENSG00000156140
ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	ENSG00000158859
ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	ENSG00000154736
ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	ENSG00000049192
ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	ENSG00000136378
ADAMTS7P1	ADAMTS7 pseudogene 1	ENSG00000274376
ADAMTS7P2	symbol withdrawn, see [HGNC:49407](/data/gene-symbol-report/#!/hgnc_id/HGNC:49407)	
ADAMTS7P3	ADAMTS7 pseudogene 3	ENSG00000261143
ADAMTS7P4	ADAMTS7 pseudogene 4	ENSG00000218052
ADAMTS7P5	ADAMTS7 pseudogene 5	ENSG00000274717
ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	ENSG00000134917
ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	ENSG00000163638
ADAMTS9-AS1	ADAMTS9 antisense RNA 1	ENSG00000241158
ADAMTS9-AS2	ADAMTS9 antisense RNA 2	ENSG00000241684
ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	ENSG00000142303
ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	ENSG00000151388
ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	ENSG00000160323
ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	ENSG00000138316
ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	ENSG00000166106
ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	ENSG00000145536
ADAMTS16-AS1	ADAMTS16 antisense RNA 1	ENSG00000250866
ADAMTS16-DT	ADAMTS16 divergent transcript	ENSG00000250579
ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	ENSG00000140470
ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	ENSG00000140873
ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	ENSG00000145808
ADAMTS19-AS1	ADAMTS19 antisense RNA 1	ENSG00000249421
ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	ENSG00000173157
ADAMTS21	symbol withdrawn, see [HGNC:17110](/data/gene-symbol-report/#!/hgnc_id/HGNC:17110)	
ADAMTSL1	ADAMTS like 1	ENSG00000178031
ADAMTSL2	ADAMTS like 2	ENSG00000197859
ADAMTSL3	ADAMTS like 3	ENSG00000156218
ADAMTSL4	ADAMTS like 4	ENSG00000143382
ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	ENSG00000203804
ADAMTSL4-AS2	ADAMTSL4 antisense RNA 2	ENSG00000237781
ADAMTSL5	ADAMTS like 5	ENSG00000185761
ADAP1	ArfGAP with dual PH domains 1	ENSG00000105963
ADAP2	ArfGAP with dual PH domains 2	ENSG00000184060
ADAR	adenosine deaminase RNA specific	ENSG00000160710
ADARB1	adenosine deaminase RNA specific B1	ENSG00000197381
ADARB2	adenosine deaminase RNA specific B2 (inactive)	ENSG00000185736
ADARB2-AS1	ADARB2 antisense RNA 1	ENSG00000205696
ADAT1	adenosine deaminase tRNA specific 1	ENSG00000065457
ADAT2	adenosine deaminase tRNA specific 2	ENSG00000189007
ADAT3	adenosine deaminase tRNA specific 3	ENSG00000213638
ADCK1	aarF domain containing kinase 1	ENSG00000063761
ADCK2	aarF domain containing kinase 2	ENSG00000133597
ADCK5	aarF domain containing kinase 5	ENSG00000173137
ADCP1	adenosine deaminase complexing protein 1	
ADCP2	symbol withdrawn, see [HGNC:3009](/data/gene-symbol-report/#!/hgnc_id/HGNC:3009)	
ADCR	symbol withdrawn, see [HGNC:12797](/data/gene-symbol-report/#!/hgnc_id/HGNC:12797)	
ADCY1	adenylate cyclase 1	ENSG00000164742
ADCY2	adenylate cyclase 2	ENSG00000078295
ADCY3	adenylate cyclase 3	ENSG00000138031
ADCY4	adenylate cyclase 4	ENSG00000129467
ADCY5	adenylate cyclase 5	ENSG00000173175
ADCY6	adenylate cyclase 6	ENSG00000174233
ADCY6-DT	ADCY6 divergent transcript	ENSG00000257660
ADCY7	adenylate cyclase 7	ENSG00000121281
ADCY8	adenylate cyclase 8	ENSG00000155897
ADCY9	adenylate cyclase 9	ENSG00000162104
ADCY10	adenylate cyclase 10	ENSG00000143199
ADCY10P1	ADCY10 pseudogene 1	ENSG00000161912
ADCYAP1	adenylate cyclase activating polypeptide 1	ENSG00000141433
ADCYAP1R1	ADCYAP receptor type I	ENSG00000078549
ADD1	adducin 1	ENSG00000087274
ADD2	adducin 2	ENSG00000075340
ADD3	adducin 3	ENSG00000148700
ADD3-AS1	ADD3 antisense RNA 1	ENSG00000203876
ADDL	symbol withdrawn, see [HGNC:245](/data/gene-symbol-report/#!/hgnc_id/HGNC:245)	
ADFN	albinism-deafness syndrome	
ADGB	androglobin	ENSG00000118492
ADGB-DT	ADGB divergent transcript	ENSG00000237468
ADGRA1	adhesion G protein-coupled receptor A1	ENSG00000197177
ADGRA1-AS1	ADGRA1 antisense RNA 1	ENSG00000256925
ADGRA2	adhesion G protein-coupled receptor A2	ENSG00000020181
ADGRA3	adhesion G protein-coupled receptor A3	ENSG00000152990
ADGRA3P1	ADGRA3 pseudogene 1	ENSG00000256616
ADGRB1	adhesion G protein-coupled receptor B1	ENSG00000181790
ADGRB2	adhesion G protein-coupled receptor B2	ENSG00000121753
ADGRB3	adhesion G protein-coupled receptor B3	ENSG00000135298
ADGRB3-DT	ADGRB3 divergent transcript	ENSG00000230910
ADGRD1	adhesion G protein-coupled receptor D1	ENSG00000111452
ADGRD1-AS1	ADGRD1 antisense RNA 1	ENSG00000256151
ADGRD1-AS2	ADGRD1 antisense RNA 2	ENSG00000256810
ADGRD2	adhesion G protein-coupled receptor D2	ENSG00000180264
ADGRE1	adhesion G protein-coupled receptor E1	ENSG00000174837
ADGRE2	adhesion G protein-coupled receptor E2	ENSG00000127507
ADGRE3	adhesion G protein-coupled receptor E3	ENSG00000131355
ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	ENSG00000268758
ADGRE5	adhesion G protein-coupled receptor E5	ENSG00000123146
ADGRF1	adhesion G protein-coupled receptor F1	ENSG00000153292
ADGRF2P	adhesion G protein-coupled receptor F2, pseudogene	ENSG00000164393
ADGRF3	adhesion G protein-coupled receptor F3	ENSG00000173567
ADGRF4	adhesion G protein-coupled receptor F4	ENSG00000153294
ADGRF5	adhesion G protein-coupled receptor F5	ENSG00000069122
ADGRF5-AS1	ADGRF5 antisense RNA 1	ENSG00000225730
ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1	ENSG00000227582
ADGRF5P2	adhesion G protein-coupled receptor F5 pseudogene 2	ENSG00000204818
ADGRG1	adhesion G protein-coupled receptor G1	ENSG00000205336
ADGRG2	adhesion G protein-coupled receptor G2	ENSG00000173698
ADGRG3	adhesion G protein-coupled receptor G3	ENSG00000182885
ADGRG4	adhesion G protein-coupled receptor G4	ENSG00000156920
ADGRG5	adhesion G protein-coupled receptor G5	ENSG00000159618
ADGRG6	adhesion G protein-coupled receptor G6	ENSG00000112414
ADGRG7	adhesion G protein-coupled receptor G7	ENSG00000144820
ADGRL1	adhesion G protein-coupled receptor L1	ENSG00000072071
ADGRL1-AS1	ADGRL1 antisense RNA 1	ENSG00000267169
ADGRL2	adhesion G protein-coupled receptor L2	ENSG00000117114
ADGRL3	adhesion G protein-coupled receptor L3	ENSG00000150471
ADGRL3-AS1	ADGRL3 antisense RNA 1	ENSG00000248692
ADGRL4	adhesion G protein-coupled receptor L4	ENSG00000162618
ADGRV1	adhesion G protein-coupled receptor V1	ENSG00000164199
ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	ENSG00000187758
ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	ENSG00000196616
ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	ENSG00000248144
ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	ENSG00000198099
ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	ENSG00000197894
ADH5P1	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 1	
ADH5P2	ADH5 pseudogene 2	ENSG00000232676
ADH5P3	ADH5 pseudogene 3	ENSG00000223694
ADH5P4	ADH5 pseudogene 4	ENSG00000233859
ADH5P5	ADH5 pseudogene 5	ENSG00000234865
ADH6	alcohol dehydrogenase 6 (class V)	ENSG00000172955
ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	ENSG00000196344
ADHFE1	alcohol dehydrogenase iron containing 1	ENSG00000147576
ADI1	acireductone dioxygenase 1	ENSG00000182551
ADI1P1	acireductone dioxygenase 1 pseudogene 1	ENSG00000235102
ADI1P2	acireductone dioxygenase 1 pseudogene 2	ENSG00000250684
ADI1P3	acireductone dioxygenase 1 pseudogene 3	ENSG00000258369
ADIG	adipogenin	ENSG00000182035
ADIPINT	adipocyte associated pyruvate carboxylase interacting lncRNA	ENSG00000292223
ADIPOQ	adiponectin, C1Q and collagen domain containing	ENSG00000181092
ADIPOQ-AS1	ADIPOQ antisense RNA 1	ENSG00000226482
ADIPOR1	adiponectin receptor 1	ENSG00000159346
ADIPOR1P1	adiponectin receptor 1 pseudogene 1	ENSG00000232497
ADIPOR1P2	adiponectin receptor 1 pseudogene 2	ENSG00000258805
ADIPOR2	adiponectin receptor 2	ENSG00000006831
ADIR	symbol withdrawn, see [HGNC:11997](/data/gene-symbol-report/#!/hgnc_id/HGNC:11997)	
ADIRF	adipogenesis regulatory factor	ENSG00000148671
ADIRF-AS1	ADIRF antisense RNA 1	ENSG00000272734
ADISSP	adipose secreted signaling protein	ENSG00000101220
ADK	adenosine kinase	ENSG00000156110
ADL	symbol withdrawn, see [HGNC:10805](/data/gene-symbol-report/#!/hgnc_id/HGNC:10805)	
ADM	adrenomedullin	ENSG00000148926
ADM-DT	ADM divergent transcript	ENSG00000254554
ADM2	adrenomedullin 2	ENSG00000128165
ADM5	adrenomedullin 5 (putative)	ENSG00000224420
ADMLX	symbol withdrawn, see [HGNC:6211](/data/gene-symbol-report/#!/hgnc_id/HGNC:6211)	
ADMLY	symbol withdrawn, see [HGNC:6214](/data/gene-symbol-report/#!/hgnc_id/HGNC:6214)	
ADNP	activity dependent neuroprotector homeobox	ENSG00000101126
ADNP-AS1	ADNP antisense RNA 1	ENSG00000259456
ADNP2	ADNP homeobox 2	ENSG00000101544
ADO	2-aminoethanethiol dioxygenase	ENSG00000181915
ADORA1	adenosine A1 receptor	ENSG00000163485
ADORA1-AS1	ADORA1 antisense RNA 1	ENSG00000224671
ADORA1-AS2	ADORA1 antisense RNA 2	ENSG00000234775
ADORA2A	adenosine A2a receptor	ENSG00000128271
ADORA2A-AS1	ADORA2A antisense RNA 1	ENSG00000178803
ADORA2B	adenosine A2b receptor	ENSG00000170425
ADORA2BP1	adenosine A2b receptor pseudogene 1	ENSG00000236136
ADORA2L1	adenosine A2 receptor-like 1	
ADORA2L2	adenosine A2 receptor-like 2	
ADORA3	adenosine A3 receptor	ENSG00000282608
ADPGK	ADP dependent glucokinase	ENSG00000159322
ADPGK-AS1	ADPGK antisense RNA 1	ENSG00000260898
ADPRH	ADP-ribosylarginine hydrolase	ENSG00000144843
ADPRHL1	ADP-ribosylhydrolase like 1	ENSG00000153531
ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	ENSG00000170222
ADPRS	ADP-ribosylserine hydrolase	ENSG00000116863
ADRA1A	adrenoceptor alpha 1A	ENSG00000120907
ADRA1B	adrenoceptor alpha 1B	ENSG00000170214
ADRA1C	symbol withdrawn, see [HGNC:277](/data/gene-symbol-report/#!/hgnc_id/HGNC:277)	
ADRA1D	adrenoceptor alpha 1D	ENSG00000171873
ADRA2A	adrenoceptor alpha 2A	ENSG00000150594
ADRA2B	adrenoceptor alpha 2B	ENSG00000274286
ADRA2C	adrenoceptor alpha 2C	ENSG00000184160
ADRA2L1	symbol withdrawn, see [HGNC:282](/data/gene-symbol-report/#!/hgnc_id/HGNC:282)	
ADRB1	adrenoceptor beta 1	ENSG00000043591
ADRB2	adrenoceptor beta 2	ENSG00000169252
ADRB2RL1	symbol withdrawn, see [HGNC:5286](/data/gene-symbol-report/#!/hgnc_id/HGNC:5286)	
ADRB3	adrenoceptor beta 3	ENSG00000188778
ADRM1	ADRM1 26S proteasome ubiquitin receptor	ENSG00000130706
ADSL	adenylosuccinate lyase	ENSG00000239900
ADSS1	adenylosuccinate synthase 1	ENSG00000185100
ADSS2	adenylosuccinate synthase 2	ENSG00000035687
ADT	ADT unknown	
ADTAA	symbol withdrawn, see [HGNC:561](/data/gene-symbol-report/#!/hgnc_id/HGNC:561)	
ADTAB	symbol withdrawn, see [HGNC:562](/data/gene-symbol-report/#!/hgnc_id/HGNC:562)	
ADTB1	symbol withdrawn, see [HGNC:554](/data/gene-symbol-report/#!/hgnc_id/HGNC:554)	
ADTB2	symbol withdrawn, see [HGNC:563](/data/gene-symbol-report/#!/hgnc_id/HGNC:563)	
ADTG	symbol withdrawn, see [HGNC:555](/data/gene-symbol-report/#!/hgnc_id/HGNC:555)	
ADTRP	androgen dependent TFPI regulating protein	ENSG00000111863
AE1	symbol withdrawn, see [HGNC:11027](/data/gene-symbol-report/#!/hgnc_id/HGNC:11027)	
AE2	symbol withdrawn, see [HGNC:11028](/data/gene-symbol-report/#!/hgnc_id/HGNC:11028)	
AEBP1	AE binding protein 1	ENSG00000106624
AEBP2	AE binding protein 2	ENSG00000139154
AEMK	symbol withdrawn, see [HGNC:6218](/data/gene-symbol-report/#!/hgnc_id/HGNC:6218)	
AEN	apoptosis enhancing nuclease	ENSG00000181026
AEPLC	symbol withdrawn, see [HGNC:934](/data/gene-symbol-report/#!/hgnc_id/HGNC:934)	
AEZ	symbol withdrawn, see [HGNC:17129](/data/gene-symbol-report/#!/hgnc_id/HGNC:17129)	
AF8T	AF8 temperature sensitivity complementing	
AFA	ankyloblepharon filiforme adnatum	
AFAP1	actin filament associated protein 1	ENSG00000196526
AFAP1-AS1	AFAP1 antisense RNA 1	ENSG00000272620
AFAP1L1	actin filament associated protein 1 like 1	ENSG00000157510
AFAP1L2	actin filament associated protein 1 like 2	ENSG00000169129
AFCP	symbol withdrawn, see [HGNC:1474](/data/gene-symbol-report/#!/hgnc_id/HGNC:1474)	
AFD1	acrofacial dysostosis 1, Nager type	
AFDN	afadin, adherens junction formation factor	ENSG00000130396
AFDN-DT	AFDN divergent transcript	ENSG00000198221
AFF1	ALF transcription elongation factor 1	ENSG00000172493
AFF1-AS1	AFF1 antisense RNA 1	
AFF2	ALF transcription elongation factor 2	ENSG00000155966
AFF2-IT1	AFF2 intronic transcript 1	ENSG00000223516
AFF3	ALF transcription elongation factor 3	ENSG00000144218
AFF4	ALF transcription elongation factor 4	ENSG00000072364
AFF4-DT	AFF4 divergent transcript	ENSG00000272023
AFF4P1	AFF4 pseudogene 1	ENSG00000249820
AFG1L	AFG1 like ATPase	ENSG00000135537
AFG2A	AFG2 AAA ATPase homolog A	ENSG00000145375
AFG2B	AFG2 AAA ATPase homolog B	ENSG00000171763
AFG3	symbol withdrawn, see [HGNC:314](/data/gene-symbol-report/#!/hgnc_id/HGNC:314)	
AFG3L1P	AFG3 like matrix AAA peptidase subunit 1, pseudogene	ENSG00000223959
AFG3L2	AFG3 like matrix AAA peptidase subunit 2	ENSG00000141385
AFG3L2P1	AFG3L2 pseudogene 1	ENSG00000253606
AFM	afamin	ENSG00000079557
AFMID	arylformamidase	ENSG00000183077
AFP	alpha fetoprotein	ENSG00000081051
AFTPH	aftiphilin	ENSG00000119844
AFTPH-DT	AFTPH divergent transcript	ENSG00000260101
AGA	aspartylglucosaminidase	ENSG00000038002
AGA-DT	AGA divergent transcript	ENSG00000250131
AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	ENSG00000157985
AGAP1-IT1	AGAP1 intronic transcript 1	ENSG00000235529
AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	ENSG00000135439
AGAP2-AS1	AGAP2 antisense RNA 1	ENSG00000255737
AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	ENSG00000133612
AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	ENSG00000188234
AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	ENSG00000172650
AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	ENSG00000204149
AGAP7P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene	ENSG00000264204
AGAP8	symbol withdrawn, see [HGNC:23459](/data/gene-symbol-report/#!/hgnc_id/HGNC:23459)	
AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	ENSG00000204172
AGAP10	symbol withdrawn, see [HGNC:23659](/data/gene-symbol-report/#!/hgnc_id/HGNC:23659)	
AGAP10P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 10, pseudogene	ENSG00000230869
AGAP11	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11	ENSG00000261011
AGAP12P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene	ENSG00000265018
AGAP13P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 13, pseudogene	ENSG00000243289
AGAP14P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 14, pseudogene	ENSG00000279058
AGBL1	AGBL carboxypeptidase 1	ENSG00000273540
AGBL1-AS1	AGBL1 antisense RNA 1	ENSG00000260125
AGBL2	AGBL carboxypeptidase 2	ENSG00000165923
AGBL3	AGBL carboxypeptidase 3	ENSG00000146856
AGBL4	AGBL carboxypeptidase 4	ENSG00000186094
AGBL4-AS1	AGBL4 antisense RNA 1	ENSG00000230114
AGBL4-IT1	AGBL4 intronic transcript 1	ENSG00000225623
AGBL5	AGBL carboxypeptidase 5	ENSG00000084693
AGBL5-AS1	AGBL5 antisense RNA 1	ENSG00000231636
AGBL5-IT1	AGBL5 intronic transcript 1	ENSG00000229122
AGER	advanced glycosylation end-product specific receptor	ENSG00000204305
AGFG1	ArfGAP with FG repeats 1	ENSG00000173744
AGFG2	ArfGAP with FG repeats 2	ENSG00000106351
AGGF1	angiogenic factor with G-patch and FHA domains 1	ENSG00000164252
AGGF1P1	angiogenic factor with G-patch and FHA domains 1 pseudogene 1	ENSG00000214273
AGGF1P2	angiogenic factor with G-patch and FHA domains 1 pseudogene 2	ENSG00000233435
AGGF1P3	angiogenic factor with G-patch and FHA domains 1 pseudogene 3	ENSG00000241532
AGGF1P4	angiogenic factor with G-patch and FHA domains 1 pseudogene 4	ENSG00000261689
AGGF1P5	angiogenic factor with G-patch and FHA domains 1 pseudogene 5	ENSG00000260680
AGGF1P6	angiogenic factor with G-patch and FHA domains 1 pseudogene 6	ENSG00000259836
AGGF1P7	angiogenic factor with G-patch and FHA domains 1 pseudogene 7	ENSG00000260994
AGGF1P8	angiogenic factor with G-patch and FHA domains 1 pseudogene 8	ENSG00000261752
AGGF1P9	angiogenic factor with G-patch and FHA domains 1 pseudogene 9	ENSG00000260427
AGGF1P10	angiogenic factor with G-patch and FHA domains 1 pseudogene 10	ENSG00000282968
AGK	acylglycerol kinase	ENSG00000006530
AGK-DT	AGK divergent transcript	ENSG00000261570
AGKP1	AGK pseudogene 1	ENSG00000226555
AGKP2	AGK pseudogene 2	ENSG00000228819
AGL	amylo-alpha-1,6-glucosidase and 4-alpha-glucanotransferase	ENSG00000162688
AGMAT	agmatinase (putative)	ENSG00000116771
AGMO	alkylglycerol monooxygenase	ENSG00000187546
AGMX1	symbol withdrawn, see [HGNC:1133](/data/gene-symbol-report/#!/hgnc_id/HGNC:1133)	
AGMX2	agammaglobulinemia, X-linked 2 (with growth hormone deficiency)	
AGO1	argonaute RISC component 1	ENSG00000092847
AGO2	argonaute RISC catalytic component 2	ENSG00000123908
AGO3	argonaute RISC catalytic component 3	ENSG00000126070
AGO4	argonaute RISC component 4	ENSG00000134698
AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1	ENSG00000204310
AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	ENSG00000169692
AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	ENSG00000160216
AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4	ENSG00000026652
AGPAT4-IT1	AGPAT4 intronic transcript 1	
AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5	ENSG00000155189
AGPAT5P1	1-acylglycerol-3-phosphate O-acyltransferase 5 pseudogene 1	ENSG00000234652
